Student_ID,10th_Percentage,12th_Percentage,Undergraduate_GPA,Number_of_Backlogs,Certifications_Completed,Internship_Experience_Months,Technical_Skills_Count,Projects_Completed,Soft_Skills_Rating,Aptitude_Test_Score,Mock_Interview_Score,Hackathon_Participation,Volunteering_Experience,Extracurricular_Rating,Age,Gender,Location,Placement_Training_Participation,Interview_Call_Rates,Preferred_Role,Previous_Internship_Offers,Desired_Salary_Range,Placement_Offer,Postgraduate_Studies,Specialization_Field,Semester_Trend,Coding_Competitions_Participation,Tech_Stack_Expertise,GitHub_Activity,Leadership_Skills_Rating,Emotional_Intelligence_Score,Time_Management_Skills,Resume_Quality_Score,Alumni_Network_Engagement,Languages_Known,Disability_Status,Fathers_Occupation
STU04685,69.59,52.25,5.17,5,0,11,7,1,1.94,38.13,8.25,5,5,3.95,23,Female,Rural,0,8,Analyst,2,3.08,0,Yes,CIVIL,Improving,1,8,90.75,1.28,4.9,4.42,4.29,72.9,3,None,Driver
STU04686,52.98,83.97,8.99,2,3,20,2,20,1.17,13.06,57.9,3,4,2.28,25,Male,Rural,0,7,Developer,3,12.28,1,No,MECH,Declining,0,7,57.39,4.03,3.16,1.17,1.92,44.37,5,Visual,Accountant
STU04687,67.27,78.34,9.8,7,1,3,9,20,2.07,88.92,33.83,4,1,3.83,20,Male,Rural,0,2,Tester,0,4.17,1,Yes,ECE,Declining,3,1,79.27,3.06,1.53,4.05,3.27,0.53,5,None,Accountant
STU04688,67.7,91.18,6.16,0,8,23,1,15,1.76,45.63,0.47,5,2,2.27,19,Female,Rural,0,7,Tester,4,5.85,0,Yes,IT,Consistent,2,10,18.18,1.17,4.41,3.46,1.36,38.36,2,Hearing,Engineer
STU04689,78.32,50.92,8.53,5,9,0,3,13,4.37,7.11,68.02,3,5,2.01,23,Female,Rural,0,10,Data Scientist,2,12.82,0,Yes,CSE,Improving,0,4,16.78,3.96,3.87,4.84,1.67,9.36,5,Hearing,Farmer
STU04690,57.7,55.19,6.96,6,4,1,8,11,2.47,85.42,62.85,0,4,2.95,20,Female,Urban,1,9,Developer,0,10.15,0,No,MECH,Declining,1,10,63.33,3.89,4.98,3.54,4.36,74.16,2,Hearing,Army Personnel
STU04691,70.42,89.72,6.77,1,4,11,3,20,4.86,19.18,88.99,0,4,2.84,23,Male,Rural,1,3,Data Scientist,3,11.91,0,Yes,EEE,Improving,2,7,11.99,1.68,3.41,3.46,1.66,74.68,3,Hearing,Lawyer
STU04692,91.78,81.74,6.08,0,2,2,2,19,4.94,43.63,5.42,1,0,1.28,20,Other,Rural,1,4,Analyst,5,8.51,1,No,CIVIL,Declining,3,4,33.18,2.48,3.11,1.71,3.2,1.74,1,Hearing,Army Personnel
STU04693,62.33,55.13,9.32,5,1,19,6,16,2.58,72.08,75.11,5,0,4.42,22,Female,Rural,0,7,Tester,2,7.82,0,No,IT,Declining,2,7,46.66,3.18,1.87,1.37,2.03,67.15,3,Hearing,Engineer
STU04694,61.73,54.77,8,8,0,1,2,18,2.15,74.66,91.15,0,0,4.29,20,Female,Rural,1,10,Developer,3,6.08,1,Yes,EEE,Consistent,2,3,77.07,2.31,4.71,2.52,4.54,18.64,2,None,Driver
STU04695,84.53,72.29,6.36,8,3,23,5,9,2.08,39.6,9.81,0,2,1.08,22,Male,Rural,0,6,Analyst,0,14.91,0,No,IT,Improving,0,8,98.13,1.6,3.99,3.02,1.52,21.12,3,Visual,Driver
STU04696,59.25,87.19,5.99,1,5,23,10,10,2.66,89.41,72.67,4,4,4.28,23,Female,Rural,0,4,Analyst,0,8.9,0,Yes,CSE,Improving,2,4,50.95,3.28,4.49,4.76,2.47,95.59,5,Visual,Technician
STU04697,57.86,95.64,6.78,6,8,8,10,18,3.54,35.89,22.29,0,5,4.98,21,Male,Rural,0,1,Developer,1,10.27,1,No,IT,Consistent,2,2,3.81,2.64,4.02,2.3,1.18,72.09,3,Hearing,Driver
STU04698,83.5,68.02,8.09,2,7,24,5,6,4.19,67.65,68.27,5,2,2.56,25,Male,Rural,0,0,Analyst,5,12.07,1,No,ECE,Improving,5,5,30.53,3.68,1.31,2.79,1.55,50.17,4,Visual,Lawyer
STU04699,55.83,84.78,5.01,5,8,9,2,11,2.56,12.51,39.75,3,2,3.98,19,Male,Urban,1,8,Tester,2,12.49,1,No,MECH,Consistent,4,2,15.65,2.28,2.96,2.03,1.64,37.82,2,Mobility,Mechanic
STU04700,70.02,80.4,7.7,9,5,8,9,14,4.01,66.89,6.48,1,5,2.54,18,Male,Urban,1,6,Developer,4,3.58,1,No,MECH,Consistent,5,10,28.36,1.7,1.39,3.76,1.07,93.56,3,Mobility,Businessman
STU04701,65.67,71.06,9.93,1,9,11,3,4,4.17,7.03,17.18,2,1,3.47,21,Female,Rural,1,2,Tester,0,3.76,1,No,CIVIL,Consistent,4,3,78.08,3.81,2.79,1.98,1.59,43.09,3,None,Government Employee
STU04702,73.03,93.35,7.21,10,3,4,1,10,4.08,11.2,48.78,0,1,4.17,21,Male,Rural,0,5,Tester,5,7.08,1,No,MECH,Consistent,5,8,80.5,2.63,1.01,3.6,3,57.16,5,None,Mechanic
STU04703,98.7,56.27,6.83,6,4,18,4,11,3.67,95.58,19.34,3,5,1.79,20,Male,Urban,0,6,Developer,0,3.02,0,Yes,CIVIL,Declining,1,1,96.93,4.12,1.68,2.36,2.61,65.31,1,Visual,Teacher
STU04704,51.39,93.89,6.21,8,6,3,2,17,1.36,9.95,19.23,2,0,4.16,20,Male,Rural,0,6,Data Scientist,4,7,0,No,ECE,Consistent,4,6,81.67,2.7,4.49,4.68,4.98,54.58,2,Visual,Farmer
STU04705,53.65,65.58,6.51,2,3,21,1,2,1.12,76.4,44.37,5,3,2.15,21,Female,Rural,1,7,Data Scientist,2,13.71,1,Yes,IT,Declining,2,5,70.03,2.95,4.55,4.34,4.94,30.2,3,Visual,Driver
STU04706,74.66,59.77,6.79,10,5,20,4,15,1.73,97.72,54.92,0,0,2.15,25,Female,Rural,1,10,Tester,1,6.45,1,Yes,EEE,Consistent,3,9,10.61,1.12,3.26,2.67,3.55,1.07,1,Visual,Lawyer
STU04707,79.01,93.95,8.51,1,7,7,8,14,1.61,94.28,64.86,1,5,2.06,18,Other,Urban,0,5,Developer,3,11.03,0,Yes,EEE,Declining,0,7,82.42,1.95,1.74,2.58,1.25,2.54,3,Mobility,Army Personnel
STU04708,64.46,82.42,7.49,3,4,22,1,12,1.71,99.27,87.97,3,4,4.1,20,Male,Urban,0,8,Developer,0,6.81,0,No,MECH,Consistent,3,5,10.31,3.27,2.75,4.39,4.67,32.21,5,Hearing,Teacher
STU04709,65.96,91.09,7.18,6,0,20,6,15,4.72,46.52,63.87,1,1,4.62,25,Other,Urban,1,4,Data Scientist,1,12.75,1,Yes,ECE,Improving,3,4,12.59,2.37,1.35,4.03,3.63,4.75,5,None,Shopkeeper
STU04710,77.35,77.97,9.45,2,7,2,10,4,4.12,86.38,78.85,0,5,1.6,22,Male,Rural,1,9,Developer,0,7.01,1,Yes,CIVIL,Consistent,0,1,19.57,1.87,2.58,1.21,2.97,44.96,1,None,Lawyer
STU04711,63.37,83.05,7.26,9,10,19,2,17,2.08,16.11,39.28,0,1,4.65,18,Female,Urban,1,0,Analyst,2,14.76,0,No,CSE,Consistent,3,5,44.98,4.08,4.32,1.49,2.36,21.72,2,None,Shopkeeper
STU04712,65.91,64.21,6.37,10,1,0,6,8,4.18,1.81,39.57,3,3,1.32,22,Male,Rural,0,8,Tester,1,6.75,0,No,MECH,Consistent,2,2,21.88,3.44,4.22,4.18,1.19,39.22,4,Mobility,Businessman
STU04713,55.08,59.87,8.24,9,0,12,10,6,1.67,64.43,44.92,3,1,1.73,20,Male,Rural,0,0,Data Scientist,1,6.62,0,Yes,CIVIL,Consistent,4,10,44.98,4.06,2.95,3.47,3.35,2.31,2,Visual,Police Officer
STU04714,79.83,73.19,8.56,4,4,20,1,8,3.17,42.18,79.59,4,5,3.11,19,Female,Rural,1,0,Analyst,3,5.36,0,No,MECH,Improving,2,10,11.34,4.58,4.79,2.81,1.64,51.72,4,None,Driver
STU04715,79.58,74.95,6.58,5,3,18,8,7,3.87,78.18,64.81,0,1,4.26,23,Male,Rural,1,0,Data Scientist,1,3.93,0,Yes,CIVIL,Improving,5,10,9.84,1.01,2.16,3.31,3.74,62.7,5,None,Clerk
STU04716,51.15,68.13,8.18,5,8,10,5,7,3.54,89.44,78.81,0,2,2.28,24,Other,Rural,0,3,Tester,3,14.05,1,Yes,CIVIL,Improving,3,7,76.81,2.83,2.86,4.98,2.39,79.28,5,None,Army Personnel
STU04717,78.54,85.79,6.3,1,1,4,3,6,1.72,69.46,2.1,4,0,3.58,19,Female,Urban,0,5,Tester,3,9.71,1,No,EEE,Improving,4,9,61.47,4.6,2.31,2.89,2.26,58.88,1,Hearing,Technician
STU04718,84.26,75.75,7.43,3,10,13,5,12,3.57,2.62,33.45,1,3,1.7,24,Female,Urban,0,8,Developer,1,13.53,1,Yes,CIVIL,Consistent,5,1,0.43,2.77,2.97,4.86,3.58,57.74,3,None,Clerk
STU04719,69.75,95.57,8.09,4,5,4,3,14,1.25,26.09,45.74,5,1,4.91,19,Male,Urban,0,10,Data Scientist,5,6.6,1,No,CSE,Improving,2,4,64.5,4.63,4.92,1.74,2.44,26.84,4,Hearing,Shopkeeper
STU04720,65.44,50.5,9.34,8,7,19,10,4,2.81,96.5,0.56,1,3,3.92,21,Other,Rural,0,1,Tester,3,10.65,0,No,CIVIL,Improving,5,8,22.3,3.43,3.35,4.18,2.84,51.76,2,None,Engineer
STU04721,59.81,50.48,9.8,8,2,22,10,1,1.97,81.37,83.61,2,2,3.69,20,Male,Rural,0,8,Data Scientist,4,11.66,0,No,EEE,Improving,3,4,74.52,4.95,2.8,1.74,2.73,45.92,3,Hearing,Teacher
STU04722,78.57,59.11,5.66,9,2,7,5,19,3.4,49.07,57.03,2,4,1.52,24,Female,Urban,1,6,Analyst,5,9.73,0,No,ECE,Improving,1,4,16.66,2.54,4.41,2.99,2.54,51.27,2,Hearing,Farmer
STU04723,58.51,85.11,6.58,3,3,3,10,18,4.58,79.18,55.42,3,3,1.77,23,Male,Urban,0,4,Developer,2,12.71,1,Yes,IT,Declining,4,6,4.4,4.56,3.4,2.51,1.89,80.89,5,Visual,Doctor
STU04724,81.55,62.37,8.4,9,8,23,6,10,4.89,7,71.47,5,1,1.95,20,Female,Urban,1,6,Developer,1,6.99,1,No,MECH,Improving,2,10,14.18,4.69,3.14,2.29,3.81,54.8,4,Visual,Lawyer
STU04725,92.26,91.73,5.61,2,3,6,1,20,2.92,86.91,51.9,4,4,4.1,20,Male,Urban,1,5,Tester,1,11.15,0,Yes,IT,Declining,1,10,59.68,3.31,1.16,1.13,3.58,89.29,3,Visual,Engineer
STU04726,86.29,99.69,7.22,2,5,14,8,13,1.09,74.14,58.66,2,4,3.65,22,Male,Urban,1,2,Developer,2,14.71,0,No,EEE,Declining,5,4,1.11,4.77,3.08,4.89,3.11,96.21,1,None,Mechanic
STU04727,72.62,86.65,8.44,4,6,21,6,3,2.89,90.22,91.58,2,3,1.38,25,Other,Rural,1,7,Data Scientist,1,3.54,1,Yes,CSE,Consistent,5,5,84.05,3.71,4.58,2.41,2.51,22.92,3,None,Farmer
STU04728,71.3,86.26,7.06,7,8,19,7,1,4.94,44.5,85.44,2,5,1.4,24,Other,Urban,0,10,Analyst,2,6.16,1,No,MECH,Declining,5,4,94.3,1.02,2.76,1.78,4.24,15.97,4,None,Clerk
STU04729,64.81,58.32,8.73,4,5,5,7,20,1.72,85.89,15.66,5,3,3.06,21,Other,Urban,0,9,Tester,5,5.51,1,No,CIVIL,Consistent,0,9,76.75,2.07,3.68,3.25,2.23,90.24,2,None,Government Employee
STU04730,92.11,76.34,7.24,10,5,22,9,2,2.08,74.08,88.05,0,3,3.05,25,Female,Rural,1,4,Tester,2,7.24,0,Yes,IT,Declining,4,2,71.68,3.03,1.49,3.55,2.08,36.32,3,None,Teacher
STU04731,70.68,80.88,6.48,6,2,24,9,19,4.59,43.01,90.37,1,5,2.31,25,Male,Urban,0,4,Developer,3,11.97,1,No,EEE,Consistent,0,5,73.02,2.51,3.67,4.67,1.46,81.07,5,Hearing,Technician
STU04732,92.31,70.07,6.49,3,9,14,2,9,2.08,98.59,8.56,5,1,2.03,20,Female,Rural,1,3,Data Scientist,4,6.07,1,Yes,CIVIL,Improving,3,7,54,2.31,4.56,3.61,1.31,27.19,1,None,Government Employee
STU04733,96.71,99.36,9.35,10,2,12,10,16,3.76,57.78,55.91,2,0,3.73,23,Female,Urban,1,3,Analyst,2,4.96,0,No,IT,Declining,2,3,61.9,4.79,2.35,4.71,3.98,15.74,1,None,Businessman
STU04734,75.76,80.61,6.29,4,9,22,2,6,4.35,2.69,38.75,1,2,4.95,24,Male,Urban,1,4,Tester,1,7.11,0,No,EEE,Improving,3,2,26.81,3.94,1.64,1.79,1.29,97.54,2,Hearing,Technician
STU04735,96.25,97.48,6.08,2,0,11,9,4,3.32,59.77,96.15,0,5,4.82,21,Female,Rural,0,2,Developer,2,9.78,1,No,MECH,Improving,3,3,84.53,1.14,3.1,3.21,2.3,43.4,2,Mobility,Mechanic
STU04736,71.98,74.06,6.62,5,3,7,8,17,1.5,84.88,0.01,2,4,1.04,24,Male,Rural,1,0,Developer,5,12.75,0,Yes,ECE,Improving,1,5,7.87,3.57,2.94,1.68,1.16,96.77,3,Mobility,Shopkeeper
STU04737,60.45,86.61,9.45,9,9,9,3,20,4.1,48.93,76.56,5,4,1.99,20,Female,Urban,0,3,Analyst,1,3.17,0,No,CSE,Consistent,4,5,78.59,2.88,3.33,4.11,3.68,68.73,5,Visual,Doctor
STU04738,80.34,66.31,7.5,9,10,9,10,15,1.6,12.12,65.19,1,2,3.78,18,Female,Urban,1,0,Analyst,1,11.77,1,Yes,CIVIL,Consistent,1,7,45.21,2.66,4.24,1.34,1.95,19.02,5,Hearing,Army Personnel
STU04739,79.17,78.41,9.23,6,6,13,4,20,3.03,13.39,64.36,4,1,1.66,24,Female,Rural,0,2,Developer,3,5.7,1,No,EEE,Consistent,5,1,3.06,4.55,3.48,4.24,1.26,15.91,3,Hearing,Doctor
STU04740,72.63,86.45,5.4,7,10,7,8,19,2.77,38.43,97.83,1,2,4.28,24,Other,Urban,1,5,Tester,3,3.07,0,No,CSE,Improving,4,8,6.85,4.84,3.68,2.18,4.78,63.55,4,Hearing,Driver
STU04741,97.29,73.55,6.32,5,2,23,2,17,3.93,9.65,68.47,3,4,4.83,24,Other,Rural,1,0,Developer,5,10.76,1,Yes,CSE,Consistent,5,6,50.91,4.3,3.3,2.18,1.21,8.6,2,None,Clerk
STU04742,81.77,55.62,7.01,8,9,14,3,9,4.88,40.71,26.93,0,3,2.65,23,Male,Rural,1,0,Analyst,1,5.87,0,Yes,ECE,Consistent,5,8,3.75,4.37,3.49,3.08,2.18,97.15,4,Visual,Technician
STU04743,83.19,91.19,6.09,0,8,6,4,8,3.67,60.69,61.9,4,2,4.3,19,Male,Rural,1,3,Developer,1,11.82,1,No,CIVIL,Consistent,4,4,74.81,3.66,1,3.47,4.52,36.27,4,Visual,Clerk
STU04744,58.83,97.85,5.09,6,4,3,4,7,1.67,31.28,53.61,4,5,4,21,Male,Urban,1,8,Tester,4,6.85,0,Yes,CIVIL,Improving,0,3,32.67,1.07,4.1,1.78,1.5,2.43,3,Hearing,Accountant
STU04745,56.51,89.95,5.84,7,3,0,7,13,3.27,49.2,7.13,3,0,2.32,24,Other,Rural,0,8,Data Scientist,5,10.34,0,Yes,EEE,Declining,3,7,81.47,2.53,1.96,4.08,2,79.2,3,Visual,Doctor
STU04746,89.61,67.58,9.52,8,6,4,3,13,1.19,38.2,39.52,5,2,1.67,22,Female,Rural,1,5,Developer,2,10.02,1,Yes,ECE,Consistent,2,7,56.14,1.22,3.06,4.56,2.12,81.93,4,None,Technician
STU04747,74.16,68.27,5.1,7,6,13,2,6,3.4,13.2,36.89,0,5,2.13,21,Male,Urban,0,5,Tester,1,10.67,0,No,IT,Improving,3,2,5.14,3.61,3.55,2.11,3.55,59.83,5,Hearing,Businessman
STU04748,51.21,51.81,6.96,2,9,15,3,17,1.56,14.82,27.84,1,3,2.2,18,Male,Urban,1,3,Tester,3,11.52,1,Yes,CIVIL,Consistent,0,7,66.18,1.24,1.01,1.45,2.47,76.49,1,Hearing,Businessman
STU04749,96.79,52.36,7.33,1,2,22,5,13,2.74,74.27,46.2,5,1,4.43,21,Male,Urban,0,1,Tester,0,3.7,1,Yes,CSE,Declining,1,7,24.25,3.05,2.99,4.35,1.16,42.56,4,Visual,Engineer
STU04750,63.25,65.19,5.12,4,5,5,8,2,2.85,74.5,85.26,3,0,3.81,22,Other,Urban,1,10,Developer,4,6.76,0,Yes,ECE,Improving,0,8,52.81,4.44,2.77,4.06,1.09,15.78,4,None,Mechanic
STU04751,63.69,98.53,9.69,10,10,9,1,20,4.41,28.68,12.78,1,3,2.85,23,Male,Urban,0,10,Developer,5,6.62,1,Yes,ECE,Consistent,5,8,32.22,3.76,2.33,3.39,4.68,20.03,3,None,Police Officer
STU04752,92.47,57.71,9.1,6,5,12,1,1,3.32,91.35,1.68,4,2,2.32,25,Other,Urban,0,10,Developer,3,5.17,1,Yes,ECE,Declining,5,8,38.56,3.78,3.22,3.9,4.77,16.76,4,Mobility,Teacher
STU04753,57.11,78.99,5.93,0,0,24,2,5,3.85,1.69,76.94,4,3,1.12,19,Female,Urban,1,9,Tester,5,9.49,0,No,MECH,Declining,0,3,7.29,4.82,4.77,4.55,3.96,97.81,2,None,Engineer
STU04754,75.6,70.87,9.81,3,7,16,10,7,1.47,86.12,32.45,2,0,1.29,19,Other,Rural,0,0,Data Scientist,5,8.2,0,No,IT,Consistent,3,1,52,4.69,4.56,4.19,4.93,84.35,3,Mobility,Clerk
STU04755,59.63,82.7,7.34,4,0,16,9,2,3.23,84.53,16.88,3,5,1.32,18,Female,Rural,0,9,Tester,0,12.06,0,No,IT,Consistent,4,10,75.46,2.02,4.12,1.54,2.16,48.18,5,Visual,Shopkeeper
STU04756,82.77,63.22,5.08,0,10,6,5,18,2.88,91.35,71.46,4,0,2.61,20,Male,Urban,1,1,Analyst,5,13.9,0,Yes,CIVIL,Consistent,2,8,76.12,3.15,4.18,4.14,2.29,69.6,4,Hearing,Driver
STU04757,81.44,60.66,5.61,6,5,15,6,16,4.14,46.42,11.17,1,0,4.95,19,Female,Rural,0,10,Analyst,5,3.39,1,No,CSE,Improving,4,1,99.48,1.76,1.25,3.07,2.84,73.35,3,Visual,Army Personnel
STU04758,68.5,52.61,8.22,5,5,23,8,5,2.99,86.29,78.37,3,5,4.37,19,Other,Urban,0,0,Developer,4,9.22,0,No,CSE,Improving,0,2,51.78,3.24,2.71,2.39,1.83,11.17,1,Hearing,Engineer
STU04759,77.16,69.41,9.56,6,0,0,2,16,1.71,79.05,96.41,3,1,4.63,24,Other,Urban,1,1,Tester,1,5.76,1,Yes,ECE,Consistent,2,5,40.21,1.31,3.9,3.89,4.67,17.1,4,Mobility,Engineer
STU04760,92.29,68.84,7.68,0,5,24,4,14,2.15,95.47,89.69,5,5,1.19,24,Male,Rural,1,9,Data Scientist,1,6.26,0,Yes,MECH,Consistent,2,10,96.65,2.92,4.18,3.02,4.54,19.73,3,None,Teacher
STU04761,78.78,79.29,6.18,6,2,15,8,17,4.34,57.22,89.44,2,5,4.13,21,Female,Rural,1,5,Tester,2,7.7,1,No,CSE,Consistent,3,7,68.69,4.63,1.88,2.7,2.64,86.55,3,Mobility,Army Personnel
STU04762,72.56,93.95,8.35,2,4,2,2,3,3.97,12.26,19.86,2,3,3.19,21,Male,Urban,1,4,Tester,3,5.36,1,No,ECE,Consistent,4,10,10.93,2.77,4.52,3.82,3.26,88.52,2,Hearing,Police Officer
STU04763,82.55,61.15,7.35,5,6,5,6,15,1.09,80.43,16.04,0,5,4.19,21,Other,Urban,0,0,Developer,4,6.61,1,No,MECH,Consistent,2,5,49.02,2.73,1,4.08,2.7,18.99,4,Mobility,Accountant
STU04764,92.88,87.07,7,10,2,2,5,10,1.34,39.03,8.99,3,1,4.1,20,Other,Urban,0,2,Data Scientist,3,4.54,0,Yes,CSE,Declining,5,10,49.01,4.38,4.38,2.79,2.53,93.8,2,Mobility,Police Officer
STU04765,89.03,92.23,7.37,5,5,17,1,2,3.58,31.93,91.54,0,4,3.38,19,Other,Rural,0,6,Data Scientist,3,13.7,1,Yes,CSE,Consistent,4,8,8.03,4.46,2.96,3.86,1.98,71.55,5,Hearing,Government Employee
STU04766,93.67,53.28,5.77,1,6,7,9,18,3.06,19.85,50.08,4,5,3.36,18,Female,Rural,0,3,Tester,3,7.02,1,Yes,ECE,Improving,1,2,87.23,3.05,1.66,4.46,1.4,21.37,3,Hearing,Engineer
STU04767,52.89,85.28,5.68,9,0,13,7,1,3.83,72.52,46.22,5,2,3.1,19,Male,Rural,0,4,Tester,5,14.69,1,No,ECE,Improving,3,1,81.64,4.81,3.32,3.65,3.27,36.25,2,None,Farmer
STU04768,75.08,65.51,5.73,7,7,18,7,13,1.57,10.66,49.26,4,3,1.16,18,Other,Rural,1,8,Developer,5,4.35,0,No,IT,Improving,3,6,79.86,3.67,2.21,3.15,2.15,39.36,4,Hearing,Driver
STU04769,97.77,82.48,9.62,0,6,13,4,9,1.13,60.39,61.77,2,2,3.76,18,Other,Rural,1,8,Analyst,4,7.12,0,Yes,CIVIL,Consistent,5,4,63.09,4.72,1.2,2.62,1.08,78.42,4,Mobility,Government Employee
STU04770,77.43,98.75,7.42,3,2,4,3,19,4.21,77.8,43.17,5,2,3.83,21,Other,Rural,1,3,Tester,4,10.93,0,No,EEE,Consistent,2,4,76.17,3.98,3.41,1.28,4.12,67.78,1,Visual,Government Employee
STU04771,85.67,89.46,9.53,1,7,13,8,16,1.87,58.78,28.18,3,2,2.8,22,Female,Urban,1,4,Developer,3,8.77,1,No,CIVIL,Consistent,0,4,63.65,2.44,4.74,2.77,3.03,44.03,5,Mobility,Doctor
STU04772,66.76,57.91,6.28,5,9,11,9,15,4.39,46.81,87.16,5,1,4.5,25,Other,Urban,0,4,Data Scientist,1,12.24,1,No,IT,Consistent,0,4,84.64,1.76,3.13,2.9,4.79,93.9,3,None,Teacher
STU04773,65.77,50.84,6.56,2,0,9,2,2,2.23,87.26,61.96,1,0,2.89,21,Female,Urban,1,8,Developer,1,8.94,1,Yes,CIVIL,Consistent,0,9,29.67,3.4,3.7,2.99,1.59,91.69,5,None,Clerk
STU04774,56.98,79.56,5.89,10,5,21,9,9,4.75,47.04,44.93,4,2,3.16,21,Male,Urban,1,6,Analyst,3,5.59,1,Yes,MECH,Declining,4,10,69.07,2.87,1.01,5,3.25,33.55,4,None,Accountant
STU04775,76.15,67.63,9.44,10,6,4,8,2,1.05,60.96,6.37,5,1,2.58,20,Female,Rural,1,3,Developer,3,10.11,0,No,CSE,Improving,1,8,57.78,3.11,4.57,2.06,4.23,44.33,4,Hearing,Doctor
STU04776,70.81,75.04,5.4,5,5,7,4,15,2.36,96.34,30.84,5,4,3.42,18,Male,Urban,1,8,Analyst,0,14.25,1,No,EEE,Improving,1,9,13.39,1.38,4.95,3.56,1.98,91.72,4,Hearing,Police Officer
STU04777,91.16,56.4,9.01,0,9,24,2,3,2.61,13.7,31.55,2,5,4.45,20,Male,Rural,0,4,Developer,3,11.07,1,Yes,IT,Improving,1,10,6.24,2.33,4.64,2.8,4.56,48.92,4,Hearing,Accountant
STU04778,50.57,54.02,6.59,0,3,21,3,10,4.02,60.15,30.24,5,5,1.73,19,Male,Rural,0,0,Data Scientist,4,3.05,0,No,MECH,Improving,5,3,47.85,4.38,3.49,4.28,3.63,32.29,5,Visual,Mechanic
STU04779,79.3,85.71,9.82,7,4,17,2,16,4.65,34.95,18.47,5,0,3.88,18,Female,Urban,0,1,Developer,5,7.36,0,Yes,EEE,Consistent,1,3,9.25,1.21,3.57,1.18,1.1,7.97,2,Visual,Government Employee
STU04780,92.87,82.15,8.61,0,10,24,1,13,3.78,15.56,7.34,1,2,2.77,19,Other,Urban,0,10,Analyst,1,14.77,1,No,CIVIL,Improving,4,8,16.99,1.11,4.33,3.68,3.13,49.79,2,None,Doctor
STU04781,83.84,86.32,5.04,0,5,23,8,6,1.41,96.86,19.38,5,5,3.9,20,Male,Urban,0,4,Developer,5,10.08,0,Yes,CIVIL,Improving,0,4,57.38,2.72,3.36,2.79,4.2,30.64,4,Mobility,Businessman
STU04782,59.19,87.89,7.1,9,9,5,3,12,1.18,20.83,13.07,4,5,4.87,18,Male,Rural,0,0,Developer,3,4.04,1,Yes,ECE,Declining,2,1,18.15,3.78,4.8,1.78,2.44,7.06,1,Hearing,Police Officer
STU04783,77.98,65.09,8.24,1,1,10,8,19,3.67,60.58,70.92,0,1,1.17,20,Male,Urban,1,8,Data Scientist,1,7.03,1,Yes,CIVIL,Improving,5,1,72.08,2.96,1.7,4.61,2.69,66.72,3,Hearing,Accountant
STU04784,75.62,52.52,8.12,0,3,22,9,9,2.85,81.78,71.97,0,4,3.64,21,Female,Urban,1,6,Data Scientist,0,6.8,1,No,EEE,Declining,0,6,4.62,4.99,4.14,4.18,3.82,84.55,4,Mobility,Police Officer
STU04785,85.68,76.38,9.54,2,10,9,3,9,2.7,16.98,2.03,2,4,1.88,23,Female,Rural,1,6,Tester,3,8.93,0,Yes,CSE,Consistent,2,4,11.36,3.28,1.13,4.49,4.52,12.59,5,None,Lawyer
STU04786,81.3,57.44,7.42,9,1,3,7,18,4.39,87.43,27.91,2,3,1.89,21,Other,Urban,0,5,Data Scientist,3,7.04,1,Yes,CIVIL,Improving,3,4,12.14,1.23,4.96,4.39,1.09,72.73,1,None,Doctor
STU04787,54.6,93.18,5.87,2,10,1,4,1,2.14,23.83,14.55,2,3,4.05,18,Female,Rural,0,10,Analyst,3,10.99,0,Yes,CSE,Consistent,5,10,70.65,4.74,4.9,3.19,2.89,35.86,4,Mobility,Farmer
STU04788,51.56,79.85,9.21,2,4,21,10,18,3.72,61.51,17.72,0,5,2.55,24,Male,Urban,0,2,Data Scientist,1,4.35,0,Yes,CIVIL,Improving,0,1,2.63,3.7,2.74,4.58,1.47,72.64,4,Mobility,Mechanic
STU04789,67.79,98.38,6.06,3,2,20,1,13,3.91,23.33,36.68,1,3,1.11,22,Male,Rural,0,10,Analyst,5,14,1,No,CIVIL,Declining,2,7,56.65,4.96,4.88,2.97,2.86,16.34,4,None,Government Employee
STU04790,89.14,64.8,8.68,0,4,7,8,11,3.14,34.08,54.62,2,1,4.94,23,Male,Urban,0,8,Developer,1,6.36,1,Yes,EEE,Improving,1,9,44.36,2.94,4.77,3.88,4.29,30.8,4,None,Police Officer
STU04791,65.04,88.08,5,2,0,14,9,2,1.87,57.3,20.62,2,2,2.06,20,Male,Rural,1,7,Developer,0,10.41,1,Yes,EEE,Declining,0,10,94.08,3.25,1.36,1.4,2.97,44.88,2,Visual,Mechanic
STU04792,57.87,87.62,7.35,1,10,5,8,5,4.59,74.89,54.16,1,5,1.93,21,Female,Urban,0,4,Analyst,3,11.26,1,No,MECH,Consistent,0,8,15.5,3.73,2.89,2.11,1.8,23.18,3,Hearing,Driver
STU04793,95.88,59.2,7.31,4,5,12,3,4,2.26,26.33,22,0,2,1.81,21,Female,Rural,1,3,Developer,5,6.75,0,Yes,EEE,Declining,1,6,90.77,4.18,2.42,4.03,1.03,86.96,4,None,Mechanic
STU04794,97.02,89.87,5.98,0,1,4,4,8,1.11,82.06,98.7,1,3,2.3,21,Male,Urban,1,9,Tester,2,3.29,1,Yes,IT,Improving,0,3,37.62,3.36,4.91,1.84,1.53,26.5,1,Visual,Lawyer
